D1109	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
D3123	བསིལ་བའི་ཚལ་ཆེན་མོའི་སྒྲུབ་ཐབས
D3124	སོ་སོར་འབྲང་མ་ཆེན་མོའི་བསྲུང་བ
D3125	འཕགས་མ་སོ་སོར་འབྲང་མ་ཆེན་མོའི་རིག་པའི་ཆོ་ག་ཞེས་བྱ་བ
D3126	བསྲུང་བ་ལྔའི་ཆོ་ག
D3127	སོ་སོར་འབྲང་མ་ཆེན་མོའི་འཁོར་ལོ་བྲི་བའི་ཆོ་ག
D3128	བསྲུང་བ་ལྔའི་མཆོད་པའི་ཆོ་ག
D3129	གཟའ་དགུའི་མཆོད་པའི་ཆོ་ག
D3130	འཕགས་པ་དྲཱ་བི་དའི་བུམ་པའི་ཆོ་ག་རིམ་པར་ཕྱེ་བ
D3131	རབ་གནས་ཀྱི་ཆོ་ག
D3132	དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་མདོ་སྡེའི་མན་ངག
D3133	དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བསྡུས་པ
D3134	དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་སྨན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པ་ཞེས་བྱ་བ་མདོ་སྡེ་བཀླག་ཅིང་དེ་བཞིན་གཤེགས་པ་བདུན་མཆོད་དེ་སྨོན་ལམ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་ཏེ་རིམ་པར་བཀླག་པ
D3135	གཟུངས་ཐམས་ཅད་ཀྱི་སྒྲུབ་ཐབས་རིམ་པ་གཉིས་པ་ཞེས་བྱ་བ
D3136	གཟུངས་ཐམས་ཅད་ཀྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
D3137	སྒྲུབ་ཐབས་ཐམས་ཅད་ཀྱི་ལས་ཀ་ཞེས་བྱ་བ
D3138	རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་སྙིང་པོའི་ཆོ་ག་ཤིབ་མོ
D3139	རབ་ཏུ་གནས་པའི་ཆོ་ག
D3140	དཀྱིལ་འཁོར་གྱི་ཆོ་ག་རྡོ་རྗེ་ཕྲེང་བ་ཞེས་བྱ་བ
D3141	རྫོགས་པའི་རྣལ་འབྱོར་གྱི་ཕྲེང་བ་ཞེས་བྱ་བ
D3142	སྦྱིན་སྲེག་གི་ཆོ་ག་འོད་ཀྱི་སྙེ་མ་ཞེས་བྱ་བ
D3143	འཕགས་པ་སངས་རྒྱས་རྗེས་སུ་དྲན་པ
D3144	དམ་ཚིག་གསུམ་གྱི་རྒྱལ་པོའི་སྒྲུབ་པའི་ཐབས
D3145	རྡོ་རྗེ་འཛིན་པའ་ལེགས་པར་གསུངས་པའི་བསྟོད་པ
D3146	བསྟོད་པའི་ཕན་ཡོན
D3147	དམ་ཚིག་གསུམ་གྱི་དམ་ཚིག་གི་སྒྲུབ་ཐབས
D3148	རྡོ་རྗེ་གདན་གྱི་སྒྲུབ་ཐབས
D3149	རྡོ་རྗེ་གདན་གྱི་སྒྲུབ་ཐབས
D3150	ཡི་གེ་དྲུག་པའི་སྒྲུབ་ཐབས
D3151	ཡི་གེ་གྲུབ་པའི་སྒྲུབ་ཐབས
D3152	གདམས་ངག་གི་ཁྱད་པར་གྱི་སྒྲུབ་ཐབས
D3153	བདེ་བ་འབྱུང་བའི་སྒྲུབ་ཐབས
D3154	བདེ་བ་འབྱུང་བའི་སྒྲུབ་ཐབས
D3155	སེང་གེ་སྒྲའི་སྒྲུབ་ཐབས
D3156	སེང་གེ་སྒྲའི་གཟུངས
D3157	སེང་གེ་སྒྲའི་སྒྲུབ་ཐབས
D3158	སྙིང་རྗེ་ཁྲོས་པའི་སྒྲུབ་ཐབས
D3159	སྙིང་རྗེ་ཁྲོས་པའི་སྒྲུབ་ཐབས
D3160	པདྨ་གར་གྱི་བདང་ཕྱུག་གི་སྒྲུབ་ཐབས
D3161	པདྨ་གར་གྱི་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
D3162	སེང་གེ་དང་བྱ་ཁྱུང་དང་ཁྱབ་འཇུག་ལ་བཞུགས་པའི་སྒྲུབ་ཐབས
D3163	སེང་གེ་དང་བྱ་ཁྱུང་དང་ཁྱབ་འཇུག་ལ་བཞུགས་པའི་སྒྲུབ་ཐབས
D3164	འཇིག་རྟེན་གསུམ་དབང་དུ་བྱེད་པའི་འཇིག་རྟེན་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
D3165	འཇིག་རྟེན་དབང་ཕྱུག་འཇིག་རྟེན་གསུམ་དབང་དུ་མཛད་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D3166	འཇིག་རྟེན་དབང་ཕྱུག་དམར་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D3167	འཕགས་པ་སྤྱན་རས་གཇིགས་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
D3168	བརྟེན་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས
D3169	བརྟན་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས
D3170	གསུང་གི་མངའ་བདག་གི་སྒྲུབ་ཐབས
D3171	གསུང་གི་མངའ་བདག་གི་སྒྲུབ་ཐབས
D3172	སྤྲོས་པ་མེད་པའི་སྒྲུབ་ཐབས
D3173	སྤྲོས་པ་མེད་པའི་སྒྲུབ་ཐབས
D3174	ཕྲལ་དུ་ཉམས་སུ་མྱོང་བའི་སྤྲོས་པ་མེད་པའི་སྒྲུབ་ཐབས
D3175	གདམས་ངག་གི་ཁྱད་པར
D3176	རྡོ་རྗེ་ལུས་མེད་ཀྱི་སྒྲུབ་ཐབས
D3177	འཇམ་དཔལ་རྡོ་རྗེ་ལུས་མེད་ཀྱི་སྒྲུབ་ཐབས
D3178	ངག་གི་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
D3179	ངག་གི་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
D3180	ངག་གི་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
D3181	ངག་གི་སྒྲུབ་ཐབས
D3182	ངག་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
D3183	འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
D3184	དཔའ་བོ་གཅིག་ཏུ་གྲུབ་པའི་སྒྲུབ་ཐབས
D3185	དཔའ་བོ་གཅིག་ཏུ་གྲུབ་པའི་སྒྲུབ་ཐབས
D3186	ཁོར་ཡུག་མངར་སྒྲུབ་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
D3187	འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
D3188	འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
D3189	འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
D3190	ཤེས་རབ་བསྐྱེད་པ
D3191	ཤེས་རབ་འཕེལ་བར་བྱེད་པ
D3192	འཇམ་དཔལ་གྱི་ཤེས་རབ་ཀྱི་འཁོར་ལོ
D3193	སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3194	སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3195	སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3196	སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3197	རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3198	རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3199	འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3200	གདམས་ངག་གི་ཁྱད་པར
D3201	སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3202	སྒྲོལ་མའི་སྒྲུབ་ཐབས
D3203	སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས
D3204	སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས
D3205	སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས
D3206	སྒྲོལ་མ་དུག་སེལ་བའི་སྒྲུབ་ཐབས
D3207	སྒྲོལ་མ་ནོར་སྦྱིན་མའི་སྒྲུབ་ཐབས
D3208	སྒྲོལ་མ་ལས་འབྱུང་བའི་ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3209	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3210	གདམས་ངག
D3211	གདམས་ངག་གི་ཁྱད་པར
D3212	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3213	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3214	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3215	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3216	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3217	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3218	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
D3219	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
D3220	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
D3221	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
D3222	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
D3223	དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
D3224	རྡོ་རྗེ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
D3225	དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
D3226	འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3227	འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3228	རྟོག་པ་ལས་གསུངས་པའི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3229	འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3230	འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3231	ཨོ་ཌྱན་ནས་བྱུང་བའི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3232	འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3233	འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3234	མྱ་ངན་མེད་ལ་དགའ་བའི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3235	གདམས་ངག་གི་ཁྱད་པར
D3236	གཟུངས་གདོན་པའི་མན་ངག
D3237	ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
D3238	ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
D3239	ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
D3240	ནོར་རྒྱུན་མའི་གཟུངས་ཀྱི་མན་ངག
D3241	རྡོ་རྗེ་ལྕགས་སྒྲོག་མའི་སྒྲུབ་ཐབས
D3242	རྡོ་རྗེ་ལྕགས་སྒྲོག་མའི་སྒྲུབ་ཐབས
D3243	ཁྲོ་གཉེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3244	ཁྲོ་གཉེར་ཅན་གྱི་སྒྲུབ་ཐབས
D3245	དུག་སེལ་མའི་སྒྲུབ་ཐབས
D3246	སྐུལ་བྱེད་མའི་སྒྲུབ་ཐབས
D3247	རལ་གཅིག་མའི་སྒྲུབ་ཐབས
D3248	གཙུག་ཏོར་རྣམ་པར་རྒྱལ་མའི་སྒྲུབ་ཐབས
D3249	གཞན་གྱིས་མི་ཐུབ་མའི་སྒྲུབ་ཐབས
D3250	རྡོ་རྗེ་ཙར་ཙི་ཀའི་སྒྲུབ་ཐབས
D3251	སོ་སོར་འབྲང་མ་ཆེན་མོའི་སྒྲུབ་ཐབས
D3252	རྨ་བྱ་ཆེན་མོའི་སྒྲུབ་ཐབས
D3253	སྟོང་ཆེན་མོ་རབ་ཏུ་འཇོམས་པའི་སྒྲུབ་ཐབས
D3254	གསང་སྔགས་ཀྱི་རྗེས་སུ་འབྲང་བ་ཆེན་མོའི་སྒྲུབ་ཐབས
D3255	བསིལ་བའི་ཚལ་ཆེན་མོའི་སྒྲུབ་ཐབས
D3256	གདམས་ངག་གཞན་གྱི་ལྷ་ལྔ་ལེགས་པར་བསྟན་པར་བྱ་བ
D3257	ཕྱིར་བཟློག་མ་ཆེན་མོ
D3258	རྒྱལ་མཚན་རྩེ་མོའི་དཔུང་རྒྱན་གྱི་སྒྲུབ་ཐབས
D3259	གཞན་གྱིས་མི་ཐུབ་མའི་སྒྲུབ་ཐབས
D3260	རྡོ་རྗེ་དྲི་ལྡན་མའི་སྒྲུབ་ཐབས
D3261	སྒྲོལ་མ་རབ་ཏུ་དང་བའི་སྒྲུབ་ཐབས
D3262	གཏུམ་པོ་ཆེར་ཁྲོས་པའི་སྒྲུབ་ཐབས
D3263	གཏུམ་པོ་ཁྲོ་བོ་ཆེན་པོའི་སྒྲུབ་ཐབས
D3264	བྱམས་པའི་སྒྲུབ་ཐབས
D3265	བྱམས་པའི་སྒྲུབ་ཐབས
D3266	ཛམབྷ་ལ་ཚོན་པོའི་སྒྲུབ་ཐབས
D3267	ཛམབྷ་ལའི་སྒྲུབ་ཐབས
D3268	ཛམབྷ་ལའི་སྒྲུབ་ཐབས
D3269	ཛམབྷ་ལའི་སྒྲུབ་ཐབས
D3270	དཔལ་ཛམབྷ་ལའི་སྒྲུབ་ཐབས
D3271	མདོར་བསྡུས་པའི་ཛམབྷ་ལའི་སྒྲུབ་ཐབས
D3272	དཔལ་ཛམབྷ་ལའི་སྒྲུབ་ཐབས
D3273	རྒྱུན་གྱི་གདམས་ངག
