Q2001	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
Q3943	འཕགས་མ་གསང་སྔགས་ཆེན་མོ་རྗེས་སུ་འཛིན་མའི་སྒྲུབ་ཐབས
Q3944	བསིལ་བའི་ཚལ་ཆེན་མོའི་སྒྲུབ་ཐབས
Q3945	སོ་སོར་འབྲང་མ་ཆེན་མོའི་བསྲུང་བ
Q3946	འཕགས་མ་སོ་སོར་འབྲང་མ་ཆེན་མོའི་རིག་པའི་ཆོ་ག་ཞེས་བྱ་བ
Q3947	བསྲུང་བ་ལྔའི་ཆོ་ག
Q3948	སོ་སོར་འབྲང་མ་ཆེན་མོའི་འཁོར་ལོ་བྲི་བའི་ཆོ་ག
Q3949	བསྲུང་བ་ལྔའི་མཆོད་པའི་ཆོ་ག
Q3950	གཟའ་དགུའི་མཆོད་པའི་ཆོ་ག
Q3951	འཕགས་པ་དྲཱ་བི་དའི་བུམ་པའི་ཆོ་ག་རིམ་པར་ཕྱེ་བ
Q3952	རབ་གནས་ཀྱི་ཆོ་ག
Q3953	དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་མདོ་སྡེའི་མན་ངག
Q3954	དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བསྡུས་པ
Q3955	དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་སྨན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པ་ཞེས་བྱ་བ་མདོ་སྡེ་བཀླག་ཅིང་དེ་བཞིན་གཤེགས་པ་བདུན་མཆོད་དེ་།་སྨོན་ལམ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་ཏེ་རིམ་པར་བཀླག་པ
Q3956	གཟུངས་ཐམས་ཅད་ཀྱི་སྒྲུབ་ཐབས་རིམ་པ་གཉིས་པ་ཞེས་བྱ་བ
Q3957	གཟུངས་ཐམས་ཅད་ཀྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
Q3958	སྒྲུབ་ཐབས་ཐམས་ཅད་ཀྱི་ལས་ཀ་ཞེས་བྱ་བ
Q3959	རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་སྙིང་པོའི་ཆོ་ག་ཤིབ་མོ
Q3960	རབ་ཏུ་གནས་པའི་ཆོ་ག
Q3961	དཀྱིལ་འཁོར་གྱི་ཆོ་ག་རྡོ་རྗེ་ཕྲེང་བ་ཞེས་བྱ་བ
Q3962	རྫོགས་པའི་རྣལ་འབྱོར་གྱི་ཕྲེང་བ་ཞེས་བྱ་བ
Q3963	སྦྱིན་སྲེག་གི་ཆོ་ག་འོད་ཀྱི་སྙེ་མ་ཞེས་བྱ་བ
Q3964	འཕགས་པ་སངས་རྒྱས་རྗེས་སུ་དྲན་པ
Q3965	དམ་ཚིག་གསུམ་གྱི་རྒྱལ་པོའི་སྒྲུབ་པའི་ཐབས
Q3966	རྡོ་རྗེ་འཛིན་པའ་ལེགས་པར་གསུངས་པའི་བསྟོད་པ
Q3967	བསྟོད་པའི་ཕན་ཡོན
Q3968	དམ་ཚིག་གསུམ་གྱི་དམ་ཚིག་གི་སྒྲུབ་ཐབས
Q3969	རྡོ་རྗེ་གདན་གྱི་སྒྲུབ་ཐབས
Q3970	རྡོ་རྗེ་གདན་གྱི་སྒྲུབ་ཐབས
Q3971	ཡི་གེ་དྲུག་པའི་སྒྲུབ་ཐབས
Q3972	ཡི་གེ་གྲུབ་པའི་སྒྲུབ་ཐབས
Q3973	གདམས་ངག་གི་ཁྱད་པར་༼གྱི་སྒྲུབ་ཐབས་༽
Q3974	བདེ་བ་འབྱུང་བའི་སྒྲུབ་ཐབས
Q3975	བདེ་བ་འབྱུང་བའི་སྒྲུབ་ཐབས
Q3976	སེང་གེ་སྒྲའི་སྒྲུབ་ཐབས
Q3977	སེང་གེ་སྒྲའི་གཟུངས
Q3978	སེང་གེ་སྒྲའི་སྒྲུབ་ཐབས
Q3979	སྙིང་རྗེ་ཁྲོས་པའི་སྒྲུབ་ཐབས
Q3980	སྙིང་རྗེ་ཁྲོས་པའི་སྒྲུབ་ཐབས
Q3981	པདམ་གར་གྱི་བདང་ཕྱུག་གི་སྒྲུབ་ཐབས
Q3982	པདམ་གར་གྱི་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
Q3983	སེང་གེ་དང་བྱ་ཁྱུང་དང་ཁྱབ་འཇུག་ལ་བཞུགས་པའི་སྒྲུབ་ཐབས
Q3984	སེང་གེ་དང་བྱ་ཁྱུང་དང་ཁྱབ་འཇུག་ལ་བཞུགས་པའི་སྒྲུབ་ཐབས
Q3985	འཇིག་རྟེན་གསུམ་དབང་དུ་བྱེད་པའི་འཇིག་རྟེན་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
Q3986	འཇིག་རྟེན་དབང་ཕྱུག་འཇིག་རྟེན་གསུམ་དབང་དུ་མཛད་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q3987	འཇིག་རྟེན་དབང་ཕྱུག་དམར་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q3988	འཕགས་པ་སྤྱན་རས་གཇིགས་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
Q3989	བརྟེན་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས
Q3990	བརྟེན་པའི་འཁོར་ལོའི་སྒྲུབ་ཐབས
Q3991	གསུང་གི་མངའ་བདག་གི་སྒྲུབ་ཐབས
Q3992	གསུང་གི་མངའ་དག་གི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q3993	སྤྲོས་པ་མེད་པའི་སྒྲུབ་ཐབས
Q3994	སྤྲོས་པ་མེད་པའི་སྒྲུབ་ཐབས
Q3995	འཕྲལ་དུ་ཉམས་སུ་མྱོང་བའི་སྤྲོས་པ་མེད་པའི་སྒྲུབ་ཐབས
Q3996	གདམས་ངག་གི་ཁྱད་པར
Q3997	རྡོ་རྗེ་ལུས་མེད་ཀྱི་སྒྲུབ་ཐབས
Q3998	འཇམ་དཔལ་རྡོ་རྗེ་ལུས་མེད་ཀྱི་སྒྲུབ་ཐབས
Q3999	ངག་གི་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
Q4000	ངག་གི་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
Q4001	ངག་གི་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
Q4002	ངག་གི་སྒྲུབ་ཐབས
Q4003	ངག་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
Q4004	འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
Q4005	དཔའ་བོ་གཅིག་ཏུ་གྲུབ་པའི་སྒྲུབ་ཐབས
Q4006	དཔའ་བོ་གཅིག་ཏུ་གྲུབ་པའི་སྒྲུབ་ཐབས
Q4007	ཁོར་ཡུག་མངར་སྒྲུབ་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
Q4008	འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
Q4009	འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
Q4010	འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
Q4011	ཤེས་རབ་བསྐྱེད་པ
Q4012	ཤེས་རབ་འཕེལ་བར་བྱེད་པ
Q4013	འཇམ་དཔལ་གྱི་ཤེས་རབ་ཀྱི་འཁོར་ལོ
Q4014	སྒྲོལ་མའི་སྒྲུབ་ཐབས
Q4015	སྒྲོལ་མའི་སྒྲུབ་ཐབས
Q4016	སྒྲོལ་མའི་སྒྲུབ་ཐབས
Q4017	སྒྲོལ་མའི་སྒྲུབ་ཐབས
Q4018	རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
Q4019	རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
Q4020	འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས
Q4021	གདམས་ངག་གི་ཁྱད་པར
Q4022	སྒྲོལ་མའི་སྒྲུབ་ཐབས
Q4023	སྒྲོལ་མའི་སྒྲུབ་ཐབས
Q4024	སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས
Q4025	སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས
Q4026	སྒྲོལ་མ་དཀར་མོའི་སྒྲུབ་ཐབས
Q4027	སྒྲོལ་མ་དུག་སེལ་བའི་སྒྲུབ་ཐབས
Q4028	སྒྲོལ་མ་ནོར་སྦྱིན་མའི་སྒྲུབ་ཐབས
Q4029	སྒྲོལ་མ་ལས་འབྱུང་བའི་ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
Q4030	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
Q4031	གདམས་ངག
Q4032	གདམས་ངག་གི་ཁྱད་པར
Q4033	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
Q4034	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
Q4035	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
Q4036	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
Q4037	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
Q4038	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
Q4039	ཀུ་རུ་ཀུ་ལླེའི་སྒྲུབ་ཐབས
Q4040	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
Q4041	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
Q4042	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
Q4043	ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས
Q4044	དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
Q4045	རྡོ་རྗེ་དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
Q4046	དབྱངས་ཅན་མའི་སྒྲུབ་ཐབས
Q4047	འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
Q4048	འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
Q4049	རྟོག་པ་ལས་གསུངས་པའི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
Q4050	འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
Q4051	འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
Q4052	ཨོཌྱན་ནས་བྱུང་བའི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
Q4053	འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
Q4054	འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
Q4055	མྱ་ངན་མེད་ལ་དགའ་བའི་འོད་ཟེར་ཅན་གྱི་སྒྲུབ་ཐབས
Q4056	གདམས་ངག་གི་ཁྱད་པར
Q4057	གཟུངས་གདོན་པའི་མན་ངག
Q4058	ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
Q4059	ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
Q4060	ནོར་རྒྱུན་མའི་སྒྲུབ་ཐབས
Q4061	ནོར་རྒྱུན་མའི་གཟུངས་ཀྱི་མན་ངག
Q4062	རྡོ་རྗེ་ལྕགས་སྒྲོག་མའི་སྒྲུབ་ཐབས
Q4063	རྡོ་རྗེ་ལྕགས་སྒྲོག་མའི་སྒྲུབ་ཐབས
Q4064	ཁྲོ་གཉེར་ཅན་གྱི་སྒྲུབ་ཐབས
Q4065	ཁྲོ་གཉེར་ཅན་གྱི་སྒྲུབ་ཐབས
Q4066	དུག་སེལ་མའི་སྒྲུབ་ཐབས
Q4067	དུག་སེལ་མའི་གཟུངས
Q4068	འཕགས་མ་དུག་སེལ་མའི་སྒྲུབ་ཐབས
Q4069	སྐུལ་བྱེད་མའི་སྒྲུབ་ཐབས
Q4070	རལ་གཅིག་མའི་སྒྲུབ་ཐབས
Q4071	གཙུག་ཏོར་རྣམ་པར་རྒྱལ་མའི་སྒྲུབ་ཐབས
Q4072	གཞན་གྱིས་མི་ཐུབ་མའི་སྒྲུབ་ཐབས
Q4073	རྡོ་རྗེ་ཙར་ཙི་ཀའི་སྒྲུབ་ཐབས
Q4074	སོ་སོར་འབྲང་མ་ཆེན་མོའི་སྒྲུབ་ཐབས
Q4075	རམ་བྱ་ཆེན་མོའི་སྒྲུབ་ཐབས
Q4076	སྟོང་ཆེན་མོ་རབ་ཏུ་འཇོམས་པའི་སྒྲུབ་ཐབས
Q4077	གསང་སྔགས་ཀྱི་རྗེས་སུ་འབྲང་བ་ཆེན་མོའི་སྒྲུབ་ཐབས
Q4078	བསིལ་བའི་ཚལ་ཆེན་མོའི་སྒྲུབ་ཐབས
Q4079	དེ་ནས་གདམས་ངག་གཞན་གྱི་ལྷ་ལྔ་ལེགས་པར་བསྟན་པར་བྱ་བ
Q4080	ཕྱིར་བཟློག་མ་ཆེན་མོ
Q4081	རྒྱལ་མཚན་རྩེ་མོའི་དཔུང་རྒྱན་གྱི་སྒྲུབ་ཐབས
Q4082	གཞན་གྱིས་མི་ཐུབ་མའི་སྒྲུབ་ཐབས
Q4083	རྡོ་རྗེ་དྲི་ལྡན་མའི་སྒྲུབ་ཐབས
Q4084	སྒྲོལ་མ་རབ་ཏུ་དང་བའི་སྒྲུབ་ཐབས
Q4085	གཏུམ་པོ་ཆེར་ཁྲོས་པའི་སྒྲུབ་ཐབས
Q4086	གཏུམ་པོ་༼ཁྲོ་བོ་༽ཆེན་པོའི་སྒྲུབ་ཐབས
Q4087	བྱམས་པའི་སྒྲུབ་ཐབས
Q4088	བྱམས་པའི་སྒྲུབ་ཐབས
Q4089	ཛམབྷ་ལ་ཚོན་པོའི་སྒྲུབ་ཐབས
Q4090	ཛམབྷ་ལའི་སྒྲུབ་ཐབས
Q4091	ཛམབྷ་ལའི་སྒྲུབ་ཐབས
Q4092	ཛམབྷ་ལའི་སྒྲུབ་ཐབས
Q4093	དཔལ་ཛམབྷ་ལའི་སྒྲུབ་ཐབས
Q4094	མདོར་བསྡུས་པའི་ཛམབྷ་ལའི་སྒྲུབ་ཐབས
Q4095	དཔལ་ཛམབྷ་ལའི་སྒྲུབ་ཐབས
Q4096	རྒྱུན་གྱི་གདམས་ངག
Q4097	ཛམབྷ་ལའི་གདམས་ངག
