G1	ཁྱད་པར་དུ་འཕགས་པའི་བསྟོད་པ
G1620	དཔལ་འཁོར་ལོ་རྣམ་དག་གི་སྒྲུབ་ཐབས
G1621	སྙིང་གི་དུག་སྦྱོང་བ
G1622	ལུས་ཀྱི་འཁོར་ལོ་བཅིང་བ་དང་དགྲོལ་བའི་མན་ངག
G1623	དཔལ་རྡོ་རྗེ་ཐོད་པའི་དངོས་གྲུབ་སྒྲུབ་པའི་ཐབས
G1624	དཔལ་མི་འཇིག་པ་སྦྱིན་པའི་སྒྲུབ་ཐབས
G1625	མཁར་ས་པ་ཎི་པདམ་ཁ་འབྱེད་ཀྱི་མན་ངག
G1626	ཐུགས་རྗེ་ཆེན་པོ་གཟུགས་བརྙན་ལ་བརྟེན་པའི་སྒྲུབ་ཐབས
G1627	དཔལ་མེ་ཏོག་གི་གདན་ཅན་གྱི་སྒྲུབ་ཐབས
G1628	མེ་ཏོག་ལ་བརྟེན་པའི་སྒྲུབ་ཐབས
G1629	སྤྱིལ་བུ་ཅན་གྱི་སྒྲུབ་ཐབས
G1630	ཐུགས་རྗེ་ཆེན་པོ་རྔ་སྒྲའི་སྒྲུབ་ཐབས
G1631	ཉི་ཟླ་སྒྲོན་མའི་ཆོ་ག
G1632	གྲགས་པ་བསྐྱེད་པའི་ཆོ་ག
G1633	གཟི་བརྗིད་བསྐྱེད་པའི་ཆོ་ག
G1634	སེམས་ཅན་མགུ་བར་བྱེད་པ
G1635	རྨི་ལམ་སྟོན་པ
G1636	ཡིད་འགྱོད་པ་བསལ་བ
G1637	ལོངས་སྤྱོད་མི་ཟད་པའི་སྒྲུབ་ཐབས
G1638	དཔག་བསམ་གྱི་ཤིང་ཅན་གྱི་སྒྲུབ་ཐབས
G1639	བུམ་པ་བཟང་པོ་ཅན་གྱི་སྒྲུབ་ཐབས
G1640	ལམ་ཆེན་པོའི་སྒྲུབ་ཐབས
G1641	དཔལ་འཇིག་རྟེན་དབང་ཕྱུག་ཝ་ཏི་ཅན་གྱི་སྒྲུབ་ཐབས
G1642	པདམོའི་སྡོང་བུ་ཅན་གྱི་སྒྲུབ་ཐབས
G1643	སྤྱན་རས་གཟིགས་དྲི་མ་འཇིག་པའི་བུམ་པའི་ཆོ་ག
G1644	དཔལ་རྡོ་རྗེ་འབར་བའི་བསྲུང་བ་ཆེན་པོའི་མན་ངག
G1645	བསྲུང་བའི་འཁོར་ལོ
G1646	རང་བསྲུང་བའི་ཆོ་ག
G1647	གཞན་བསྐྱབ་པའི་ཆོ་ག
G1648	བསྲུང་སྐུད་ཀྱི་ཆོ་ག
G1649	གཞོན་ནུ་བསྲུང་བའི་ཆོ་ག
G1650	དཔལ་སྤྱན་རས་གཟིགས་ཀྱི་ནད་བསྲུང་བའི་ཆོ་ག
G1651	སྤྱན་རས་གཟིགས་ཀྱི་ནད་བསལ་བའི་ཆོ་ག
G-	ཕགས་པ་སྤྱན་རས་གཟིགས་ཀྱིས་ཀླུ་གསོ་བའི་ཆོ་ག
G1652	མཛེ་ནད་གསོ་བ
G1653	གཞན་ལ་རྣམ་པར་རྒྱལ་བའི་གདམས་ངག
G1654	ཕ་རོལ་གྱི་གནོད་པ་བསྲུང་བ
G1655	ཕ་རོལ་གྱི་སྡེ་གཞོམ་པ
G1656	ཕ་རོལ་དབང་དུ་བྱ་བ
G1657	ཆོམ་རྐུམ་བཅིང་བ
G1658	སློབ་མ་ལ་ཤེས་རབ་བསྐྱེད་པ
G1659	དཔལ་སྤྱན་རས་གཟིགས་ཁྲོས་པས་སེར་བ་བཟོག་པའི་ཆོ་ག
G1660	རྨི་ལམ་དྲི་མ་མེད་པ་སྒོམ་པ
G1661	སློབ་མ་བྱིན་གྱིས་བརླབ་པའི་མན་ངག
G1662	ཡེ་ཤེས་གཞུག་པའི་ཆོ་ག
G1663	ཏིང་ངེ་འཛིན་གྱི་བྱིན་བརླབས
G1664	ཏིང་ངེ་འཛིན་གྱི་དབང་བསྐུར
G1665	དཔལ་ཡེ་ཤེས་འབར་བའི་འཁྲུལ་འཁོར
G1666	སྐྱེ་བ་བསྡམས་པའི་ཆོ་ག
G1667	ཆི་བ་སླུ་བའི་གདམས་པ
G1668	དཔལ་ལྷའི་གྲོང་ཁྱེར་དུ་འཇུག་པ
G1669	རྡོ་རྗེ་སྐར་མདའི་མན་ངག
G1670	ཚེ་འདས་པ་ལ་བྱ་བའི་ཆོ་ག
G1671	རོ་བསྲེག་གི་ཆོ་ག
G1672	སྦྱིན་སྲེག་གི་ཆོ་ག
G1673	བཀྲ་ཤིས་ཀྱི་ཆོ་ག
G1674	ཚ་ཙཚ་གདབ་པའི་ཆོ་ག
G1675	རབ་ཏུ་གནས་པའི་ཆོ་ག
G1676	ཕྱག་སྟོང་སྤྱན་སྟོང་གི་སྒྲུབ་ཐབས
G1677	ཕགས་པ་འཇིག་རྟེན་དབང་ཕྱུག་གི་ཡིད་བཞིན་གྱི་ནོར་བུ་འཁོར་ལོས་སྒྱུར་བའི་སྒྲུབ་ཐབས
G1678	ཇིག་རྟེན་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
G1679	ཡི་གེ་དྲུག་པའི་རྒྱུད་ཀྱི་རིམ་པས་དཀྱིལ་འཁོར་གྱི་འཁོར་ལོ་བསྟན་པའི་སྒྲུབ་ཐབས
G1680	ཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག
G1681	ཕགས་པ་ཡི་གེ་གྲུག་པའི་སྒྲུབ་པའི་ཐབས
G1682	ཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
G1683	རྣལ་འབྱོར་སྙིང་པོ
G1684	དཔལ་ཁ་ས་རཔ་ཎི་འཇིག་རྟེན་དབང་ཕྱུག་གི་སྒྲུབ་ཐབས
G1685	དེ་བཞིན་གཤེགས་པ་འཇིག་རྟེན་དབང་ཕྱུག་ལྷ་ལྔའི་སྒྲུབ་ཐབས
G1686	སེང་གེ་སྒྲའི་སྒྲུབ་ཐབས
G1687	ཇིག་རྟེན་དབང་ཕྱུག་སེང་གེ་སྒྲ་ཞེས་བྱ་བའི་བསྟོད་པ
G1688	སེང་གེ་སྒྲའི་བསྲུང་བའི་འཁོར་ལོའི་ཆོ་ག་ཞེས་བྱ་བ
G1689	དོན་ཡོད་ཞགས་པའི་སྒྲུབ་ཐབས་མདོར་བསྡུས་པ
G1690	དོན་ཡོད་ཞགས་པའི་གཏོར་མའི་ཆོ་ག
G1691	གསོ་སྦྱོང་བླང་བ
G1692	ཕགས་པ་དོན་ཡོད་ཞགས་པའི་གསོ་སྦྱོང་གི་ཆོ་གའི་མན་ངག
G	དཔལ་འཇིག་རྟེན་དབང་ཕྱུག་མཁའ་ལ་གཤེགས་པའི་སྒྲུབ་ཐབས
G1693	དཔལ་ཕྱག་ན་རྡོ་རྗེའི་སྒྲུབ་པའི་ཐབས
G1694	གོས་སྔོན་པོ་ཅན་གྱི་དངོས་གྲུབ་ཉེ་བ་ཞེས་བྱ་བ
G1695	གནོད་པ་སེལ་བའི་བདུད་རྩི
G1696	རྡོ་རྗེ་བྱབ་པའི་ལས་ཚོགས
G1697	ཡན་ལག་བདུན་པའི་སྒྲུབ་ཐབས
G1698	གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G1699	ཕྱག་ན་རྡོ་རྗེ་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G	གནོད་སྦྱིན་གྱི་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་ཞེས་བྱ་བའི་སྒྲུབ་པའི་ཐབས
G1700	ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G1701	ཁོར་ལོའི་མན་ངག་ཅེས་བྱ་བ
G1702	དཔལ་ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་གཟུངས་ཀྱི་གཏོར་མའི་ཆོ་ག་ཞེས་བྱ་བ
G1703	ཕྱག་ན་རྡོ་རྗེའི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G1704	ཤེས་པར་བྱེད་པའི་དོན་འགྲེལ་སྒྲོན་མ
G1705	སྒྲུབ་པའི་གོ་རིམ
G1706	བུམ་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ
G1707	དེ་ཁོ་ན་ཉིད་སྒྲོན་མ་ཞེས་བྱ་བ
G1708	དཔལ་ཕྱག་ན་རྡོ་རྗེའི་སྤུར་གསད་ལས་ཚོགས་བསྡུས་པ་ཞེས་བྱ་བ
G1709	ཀླུ་འབྲོས་པའི་སྔགས
G1710	དཔལ་ཕྱག་ན་རྡོ་རྗེ་མདོ་ལུགས་ཀྱི་མན་ངག་ལག་ཏུ་བླང་བའི་སྒྲུབ་ཐབས
G1711	གསང་སྔགས་བཟླས་བརྗོད
G1712	ནམ་མཁའ་ལྡིང་གི་རྒྱལ་པོ་རྡོ་རྗེ་བདག་པོའི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G1713	ཕྱག་ན་རྡོ་རྗེ་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G1714	རྟེན་འབྲེལ་རྫས་ཀྱི་བསྲུང་བ
G1715	ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་པའི་ཐབས
G-	ཕྱག་ན་རྡོ་རྗེའི་སྒྲུབ་ཐབས
G1716	ཕྱག་ན་རྡོ་རྗེའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
G	དཔལ་ཕྱག་ན་རྡོ་རྗེ་ལ་བསྟོད་པ
G1717	དཔལ་ཕྱག་ན་རྡོ་རྗེ་ལ་བསྟོད་པ
G1718	བཅོམ་ལྡན་འདས་ཕྱག་ན་རྡོ་རྗེ་ལ་བསྟོད་པ
G1719	བཅོམ་ལྡན་འདས་ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G1720	ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་གཏོར་མའི་ཆོ་ག
G1721	ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་ཀླུ་གཏོར་གྱི་ཆོ་ག
G1722	ཚོགས་ཀྱི་འཁོར་ལོ་ཞེས་བྱ་བ
G1723	ཕྱག་ན་རྡོ་རྗེའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
G1724	ཕགས་པ་ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་པའི་ཐབས་ཡིད་བཞིན་གྱི་ནོར་བུ་ཞེས་བྱ་བ
G1725	དཔལ་ཕྱག་ན་རྡོ་རྗེ་གཏུམ་པོ་ཆེན་པོའི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ
G1726	སྦྱིན་སྲེག་གི་དུས་སུ་བསྟོད་པ
G1727	རྡོ་རྗེ་སྙིང་པོའི་མན་ངག་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G1728	རིག་སྔགས་གཏད་པའི་ཆོ་ག
G1729	ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
G1730	ཁྲོ་བོ་རྡོ་རྗེ་འཛིན་པའི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ
G1731	རྡོ་རྗེ་འཛིན་པའི་སྦྱིན་སྲེག་གི་ཆོ་ག
G1732	རྡོ་རྗེ་འཛིན་པའི་གཏོར་མའི་ཆོ་ག་ཞེས་བྱ་བ
G1733	བསྲུང་བའི་ཆོ་ག་ལས་ཐམས་ཅད་པ་ཞེས་བྱ་བ
G1734	ཁྲོ་བོའི་རྒྱལ་པོ་ཕྱག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་སྒྲུབ་པའི་ཐབས
G1735	དཀྱིལ་འཁོར་དྲུག་གི་ཆོ་ག་ཞེས་བྱ་བ
G1736	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ
G1737	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་ཁྲུས་ཀྱི་ཆོ་གའི་འགྲེལ་པ
G1738	ལས་ཀྱི་མཐའ་བཅོ་བརྒྱད་པའི་མན་ངག
G1739	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་པའི་གཟུངས་ཀྱི་ཆོ་ག
G1740	ཕགས་པ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་སྒྲུབ་ཐབས་མདོར་བསྡུས་པ
G1741	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
G1742	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས
G1743	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་སྒྲུབ་ཐབས
G1744	དཔལ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ལ་བསྟོད་པ
G1745	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་བུམ་པའི་ཆོ་ག
G1746	ཞི་བའི་སྦྱིན་སྲེག་གི་ཆོ་ག
G1747	གཏོར་མའི་ཆོ་ག་ཞེས་བྱ་བ
G1748	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་ལས་བཞི་སྒྲུབ་པའི་ཆོ་ག
G1749	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་ལས་བཞི་སྒྲུབ་པའི་སྦྱིན་སྲེག་གི་ཆོ་ག
G1750	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་ལས་སྒྲུབ་པའི་བུམ་པའི་ཆོ་ག
G1751	རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་ལས་བཞི་སྒྲུབ་པའི་འཁོར་ལོའི་ཆོ་ག
G1753	དཔལ་རྡོ་རྗེ་རྣམ་པར་འཇོམས་པའི་ལས་སྣ་ཚོགས་སྒྲུབ་པའི་ཆོ་ག
